order_date,delivery_date,client_id,client_name,product_family,quantity,unit_price,revenue,on_time,non_conformity,unit_cost,margin,margin_rate
2023-05-10,2023-06-11,CL011,Total Energies,Emboutissage,2394,8.29,19846.26,No,No,4.9,8115.66,40.89
2023-03-03,2023-03-15,CL017,Dassault Aviation,Chaudronnerie,819,1634.33,1338516.27,Yes,No,1389.2,200761.47,15.0
2024-07-07,2024-07-17,CL004,Safran,Découpage,3319,1.07,3551.33,Yes,No,2.58,-5011.69,-141.12
2022-05-31,2022-07-20,CL004,Safran,Tôlerie,3748,456.49,1710924.52,Yes,No,86.67,1386085.36,81.01
2023-01-19,2023-03-17,CL017,Dassault Aviation,Emboutissage,1169,7.05,8241.45,Yes,No,6.72,385.77,4.68
2022-11-04,2022-12-09,CL009,Saint-Gobain,Découpage,1541,4.54,6996.14,Yes,No,2.44,3236.1,46.26
2024-01-16,2024-02-25,CL019,MBDA,Emboutissage,4986,5.02,25029.72,No,No,1.07,19694.7,78.69
2024-06-10,2024-07-03,CL005,Thales,Tôlerie,2692,246.63,663927.96,Yes,Yes,242.13,12114.0,1.82
2023-01-10,2023-02-28,CL022,Mecachrome,Découpage,263,4.03,1059.89,Yes,No,3.13,236.7,22.33
2024-10-28,2024-12-16,CL024,Aubert & Duval,Chaudronnerie,3558,367.94,1309130.52,No,No,867.07,-1775904.54,-135.66
2022-05-09,2022-07-07,CL006,Schneider Electric,Découpage,3195,2.84,9073.8,Yes,No,1.43,4504.95,49.65
2024-10-11,2024-11-02,CL003,Airbus,Chaudronnerie,1241,1705.49,2116513.09,No,No,1174.35,659144.74,31.14
2023-10-31,2023-11-08,CL022,Mecachrome,Découpage,2433,4.24,10315.92,Yes,No,2.8,3503.52,33.96
2023-06-01,2023-07-11,CL001,Renault,Chaudronnerie,3585,1921.04,6886928.4,Yes,No,825.67,3926901.45,57.02
2022-03-27,2022-04-10,CL020,Hutchinson,Tôlerie,4271,364.22,1555583.62,Yes,No,83.62,1198442.6,77.04
2022-11-07,2022-11-26,CL022,Mecachrome,Tôlerie,1583,143.5,227160.5,No,No,114.06,46603.52,20.52
2023-03-03,2023-04-20,CL016,Soitec,Tôlerie,2918,59.13,172541.34,Yes,Yes,267.62,-608373.82,-352.6
2022-04-24,2022-05-08,CL023,Figeac Aero,Découpage,4722,2.66,12560.52,Yes,No,2.88,-1038.84,-8.27
2022-10-30,2022-12-05,CL011,Total Energies,Tôlerie,1635,281.17,459712.95,Yes,No,122.97,258657.0,56.26
2024-01-14,2024-02-21,CL013,Michelin,Emboutissage,4008,3.16,12665.28,Yes,No,3.02,561.12,4.43
2023-08-11,2023-09-22,CL027,Constellium,Tôlerie,3893,106.11,413086.23,Yes,No,59.45,181647.38,43.97
2024-09-13,2024-11-05,CL010,Legrand,Chaudronnerie,3525,1255.17,4424474.25,No,No,1038.96,762140.25,17.23
2022-12-11,2023-01-16,CL003,Airbus,Chaudronnerie,3413,1575.66,5377727.58,No,No,144.51,4884514.95,90.83
2024-03-24,2024-03-31,CL009,Saint-Gobain,Chaudronnerie,4608,1987.68,9159229.44,Yes,No,198.64,8243896.32,90.01
2024-03-11,2024-04-29,CL028,Aperam,Découpage,4690,3.91,18337.9,Yes,No,0.31,16884.0,92.07
2024-10-21,2024-12-05,CL012,Alstom,Emboutissage,1968,8.14,16019.52,Yes,No,4.77,6632.16,41.4
2024-12-12,2025-01-04,CL023,Figeac Aero,Tôlerie,4019,327.41,1315860.79,Yes,No,166.48,646777.67,49.15
2024-12-28,2025-01-23,CL014,Plastic Omnium,Emboutissage,2745,9.87,27093.15,Yes,No,2.57,20038.5,73.96
2022-12-27,2023-01-26,CL001,Renault,Emboutissage,4501,6.76,30426.76,No,No,6.45,1395.31,4.59
2024-10-06,2024-12-01,CL018,Naval Group,Chaudronnerie,3184,1748.46,5567096.64,No,No,382.93,4347847.52,78.1
2023-12-05,2024-01-02,CL017,Dassault Aviation,Chaudronnerie,411,1902.41,781890.51,Yes,No,630.6,522713.91,66.85
2023-07-29,2023-09-02,CL027,Constellium,Chaudronnerie,984,1873.75,1843770.0,Yes,Yes,1324.79,540176.64,29.3
2023-11-19,2023-12-17,CL009,Saint-Gobain,Découpage,233,2.22,517.26,Yes,No,1.67,128.15,24.77
2024-02-20,2024-04-10,CL009,Saint-Gobain,Emboutissage,4623,1.71,7905.33,Yes,No,4.19,-11465.04,-145.03
2023-08-08,2023-08-23,CL023,Figeac Aero,Emboutissage,245,2.55,624.75,Yes,No,1.21,328.3,52.55
2023-08-12,2023-09-24,CL010,Legrand,Découpage,3508,0.77,2701.16,No,Yes,2.83,-7226.48,-267.53
2023-05-04,2023-05-20,CL019,MBDA,Découpage,4221,0.97,4094.37,No,No,1.65,-2870.28,-70.1
2024-08-28,2024-10-09,CL029,Timet,Découpage,3244,1.33,4314.52,No,No,2.86,-4963.32,-115.04
2023-05-09,2023-06-21,CL015,Forvia,Emboutissage,235,4.07,956.45,No,No,2.3,415.95,43.49
2022-01-19,2022-02-22,CL005,Thales,Emboutissage,2287,5.89,13470.43,Yes,No,3.36,5786.11,42.95
2023-02-01,2023-03-07,CL015,Forvia,Chaudronnerie,4287,1481.03,6349175.61,Yes,No,1131.05,1500364.26,23.63
2024-09-27,2024-11-14,CL020,Hutchinson,Chaudronnerie,1351,579.67,783134.17,Yes,No,1367.09,-1063804.42,-135.84
2024-04-30,2024-06-18,CL023,Figeac Aero,Emboutissage,4046,7.05,28524.3,Yes,No,1.08,24154.62,84.68
2024-04-01,2024-04-28,CL030,Ugitech,Chaudronnerie,219,1467.67,321419.73,Yes,No,1163.69,66571.62,20.71
2023-03-31,2023-04-30,CL025,Manoir Industries,Découpage,3737,3.01,11248.37,Yes,No,1.26,6539.75,58.14
2023-12-26,2024-02-12,CL028,Aperam,Tôlerie,3938,456.63,1798208.94,Yes,No,208.48,977214.7,54.34
2024-12-24,2025-02-08,CL002,Stellantis,Chaudronnerie,4999,399.79,1998550.21,Yes,No,505.52,-528544.27,-26.45
2023-12-12,2023-12-20,CL013,Michelin,Emboutissage,2813,2.59,7285.67,Yes,No,4.56,-5541.61,-76.06
2022-05-23,2022-06-06,CL024,Aubert & Duval,Chaudronnerie,1119,971.6,1087220.4,Yes,No,585.79,431721.39,39.71
2024-07-05,2024-08-28,CL016,Soitec,Chaudronnerie,2036,428.08,871570.88,Yes,No,560.35,-269301.72,-30.9
2024-04-07,2024-05-10,CL015,Forvia,Chaudronnerie,403,1219.33,491389.99,Yes,No,187.8,415706.59,84.6
2023-08-28,2023-09-25,CL025,Manoir Industries,Tôlerie,853,229.28,195575.84,Yes,No,81.29,126235.47,64.55
2022-11-01,2022-12-14,CL010,Legrand,Découpage,1534,1.78,2730.52,Yes,No,3.23,-2224.3,-81.46
2024-01-06,2024-02-08,CL014,Plastic Omnium,Emboutissage,613,2.53,1550.89,Yes,No,6.99,-2733.98,-176.28
2022-10-18,2022-11-22,CL010,Legrand,Tôlerie,591,200.9,118731.9,Yes,Yes,280.86,-47256.36,-39.8
2022-04-12,2022-04-21,CL025,Manoir Industries,Emboutissage,1949,6.47,12610.03,Yes,No,2.51,7718.04,61.21
2024-05-16,2024-07-05,CL014,Plastic Omnium,Emboutissage,142,6.18,877.56,No,No,3.24,417.48,47.57
2024-08-25,2024-09-13,CL026,Hydro Extrusion,Emboutissage,2848,2.47,7034.56,Yes,No,5.36,-8230.72,-117.0
2024-08-31,2024-10-21,CL030,Ugitech,Tôlerie,3395,106.21,360582.95,Yes,No,340.08,-793988.65,-220.2
2024-04-21,2024-05-07,CL023,Figeac Aero,Découpage,3780,0.62,2343.6,No,No,1.76,-4309.2,-183.87
2024-08-19,2024-09-30,CL009,Saint-Gobain,Emboutissage,2278,1.11,2528.58,No,No,5.93,-10979.96,-434.23
2024-07-30,2024-08-14,CL025,Manoir Industries,Découpage,985,4.46,4393.1,Yes,No,3.42,1024.4,23.32
2024-10-23,2024-11-25,CL014,Plastic Omnium,Découpage,1823,0.7,1276.1,Yes,No,3.1,-4375.2,-342.86
2022-03-26,2022-05-05,CL003,Airbus,Chaudronnerie,3273,1516.2,4962522.6,Yes,No,426.21,3567537.27,71.89
2022-11-24,2023-01-20,CL020,Hutchinson,Tôlerie,1553,442.39,687031.67,Yes,No,37.53,628747.58,91.52
2024-03-26,2024-04-02,CL016,Soitec,Tôlerie,2845,94.13,267799.85,Yes,No,190.01,-272778.6,-101.86
2023-03-30,2023-05-07,CL002,Stellantis,Chaudronnerie,2748,985.34,2707714.32,No,No,809.51,483180.84,17.84
2023-09-21,2023-10-22,CL010,Legrand,Chaudronnerie,1367,1932.15,2641249.05,No,No,393.58,2103225.19,79.63
2023-10-27,2023-12-01,CL003,Airbus,Découpage,4144,4.25,17612.0,Yes,No,1.21,12597.76,71.53
2022-01-12,2022-01-25,CL011,Total Energies,Emboutissage,1326,5.41,7173.66,Yes,No,5.52,-145.86,-2.03
2022-10-31,2022-12-25,CL011,Total Energies,Tôlerie,171,393.16,67230.36,No,No,183.16,35910.0,53.41
2024-09-01,2024-09-10,CL021,Lisi Group,Emboutissage,1919,8.5,16311.5,Yes,No,2.7,11130.2,68.24
2024-02-22,2024-03-19,CL021,Lisi Group,Emboutissage,1137,4.13,4695.81,Yes,No,4.62,-557.13,-11.86
2022-02-12,2022-03-10,CL022,Mecachrome,Chaudronnerie,3880,1805.88,7006814.4,Yes,No,962.48,3272392.0,46.7
2024-08-01,2024-09-29,CL013,Michelin,Emboutissage,1668,5.23,8723.64,Yes,No,5.55,-533.76,-6.12
2022-12-09,2023-01-14,CL007,Faurecia,Découpage,3135,2.88,9028.8,Yes,Yes,0.8,6520.8,72.22
2023-05-13,2023-06-23,CL023,Figeac Aero,Chaudronnerie,1973,1999.47,3944954.31,Yes,Yes,1074.31,1825340.68,46.27
2022-12-30,2023-02-09,CL017,Dassault Aviation,Emboutissage,2299,8.59,19748.41,Yes,No,4.48,9448.89,47.85
2024-06-09,2024-08-03,CL030,Ugitech,Chaudronnerie,976,851.19,830761.44,Yes,No,212.54,623322.4,75.03
2023-03-03,2023-04-17,CL002,Stellantis,Découpage,899,0.55,494.45,Yes,No,2.79,-2013.76,-407.27
2024-10-01,2024-11-03,CL012,Alstom,Découpage,3071,3.32,10195.72,Yes,No,1.53,5497.09,53.92
2022-01-21,2022-02-22,CL025,Manoir Industries,Emboutissage,3639,7.34,26710.26,Yes,No,2.78,16593.84,62.13
2023-02-11,2023-03-03,CL010,Legrand,Chaudronnerie,3199,1371.44,4387236.56,Yes,No,704.57,2133317.13,48.63
2023-09-11,2023-10-04,CL018,Naval Group,Emboutissage,2758,9.71,26780.18,Yes,No,2.88,18837.14,70.34
2024-10-11,2024-11-04,CL022,Mecachrome,Emboutissage,1676,8.77,14698.52,Yes,No,2.83,9955.44,67.73
2022-12-02,2023-01-22,CL027,Constellium,Chaudronnerie,3076,1007.9,3100300.4,Yes,No,1158.18,-462261.28,-14.91
2023-02-03,2023-04-02,CL011,Total Energies,Emboutissage,1451,1.57,2278.07,No,No,1.48,130.59,5.73
2024-03-03,2024-04-07,CL016,Soitec,Découpage,1077,2.64,2843.28,Yes,No,3.41,-829.29,-29.17
2023-12-16,2024-01-11,CL017,Dassault Aviation,Chaudronnerie,4233,1440.64,6098229.12,No,Yes,839.21,2545853.19,41.75
2022-02-20,2022-04-20,CL019,MBDA,Chaudronnerie,2933,1293.88,3794950.04,Yes,No,370.48,2708332.2,71.37
2022-11-20,2022-12-23,CL018,Naval Group,Chaudronnerie,4263,1168.65,4981954.95,Yes,No,305.33,3680333.16,73.87
2024-02-28,2024-03-23,CL003,Airbus,Chaudronnerie,3866,1043.87,4035601.42,No,No,885.3,613031.62,15.19
2022-05-21,2022-05-31,CL021,Lisi Group,Emboutissage,836,3.64,3043.04,No,No,4.69,-877.8,-28.85
2023-04-15,2023-04-22,CL027,Constellium,Emboutissage,4617,3.5,16159.5,No,No,1.03,11403.99,70.57
2024-02-26,2024-04-22,CL026,Hydro Extrusion,Découpage,3995,2.75,10986.25,Yes,No,1.08,6671.65,60.73
2024-08-21,2024-08-28,CL016,Soitec,Tôlerie,2102,122.27,257011.54,Yes,No,285.57,-343256.6,-133.56
2024-10-04,2024-11-05,CL006,Schneider Electric,Tôlerie,3189,203.31,648355.59,Yes,No,50.63,486896.52,75.1
2023-01-08,2023-02-28,CL025,Manoir Industries,Découpage,4548,1.96,8914.08,Yes,No,3.04,-4911.84,-55.1
2023-05-09,2023-06-04,CL012,Alstom,Tôlerie,3911,314.21,1228875.31,Yes,No,242.32,281161.79,22.88
2024-01-21,2024-03-19,CL011,Total Energies,Découpage,2372,0.8,1897.6,Yes,No,1.69,-2111.08,-111.25
2022-10-18,2022-11-16,CL015,Forvia,Emboutissage,2234,8.47,18921.98,Yes,No,2.88,12488.06,66.0
2022-04-16,2022-05-02,CL015,Forvia,Chaudronnerie,1736,1212.28,2104518.08,Yes,No,164.25,1819380.08,86.45
2023-11-01,2023-11-18,CL016,Soitec,Chaudronnerie,2016,1407.49,2837499.84,Yes,No,1179.77,459083.52,16.18
2022-01-02,2022-02-18,CL010,Legrand,Emboutissage,276,7.33,2023.08,Yes,No,1.6,1581.48,78.17
2023-08-12,2023-09-28,CL012,Alstom,Chaudronnerie,847,724.67,613795.49,No,No,530.02,164868.55,26.86
2023-10-06,2023-10-17,CL028,Aperam,Chaudronnerie,4594,1046.67,4808401.98,Yes,No,857.07,871022.4,18.11
2022-03-31,2022-04-07,CL013,Michelin,Tôlerie,4807,480.31,2308850.17,Yes,No,112.49,1768110.74,76.58
2022-12-16,2023-01-08,CL004,Safran,Emboutissage,696,7.9,5498.4,No,No,3.83,2832.72,51.52
2024-11-28,2024-12-26,CL007,Faurecia,Tôlerie,3371,486.3,1639317.3,Yes,No,289.94,661929.56,40.38
2024-06-27,2024-08-06,CL022,Mecachrome,Tôlerie,366,385.81,141206.46,Yes,Yes,183.22,74147.94,52.51
2022-06-08,2022-07-29,CL002,Stellantis,Chaudronnerie,3825,516.08,1974006.0,Yes,No,1335.71,-3135084.75,-158.82
2024-08-16,2024-10-02,CL026,Hydro Extrusion,Chaudronnerie,881,316.16,278536.96,Yes,No,1207.85,-785578.89,-282.04
2022-11-08,2022-12-13,CL027,Constellium,Emboutissage,1983,6.2,12294.6,Yes,No,2.8,6742.2,54.84
2023-03-21,2023-03-31,CL027,Constellium,Chaudronnerie,4657,844.06,3930787.42,Yes,No,643.95,931912.27,23.71
2022-10-25,2022-11-05,CL027,Constellium,Chaudronnerie,1820,695.82,1266392.4,Yes,No,673.39,40822.6,3.22
2024-08-09,2024-08-26,CL015,Forvia,Emboutissage,4428,8.26,36575.28,Yes,No,4.64,16029.36,43.83
2022-02-05,2022-04-03,CL008,Valeo,Chaudronnerie,2651,860.59,2281424.09,Yes,No,501.36,952318.73,41.74
2023-07-13,2023-08-09,CL007,Faurecia,Tôlerie,2238,192.65,431150.7,Yes,No,340.31,-330463.08,-76.65
2024-06-09,2024-07-20,CL015,Forvia,Emboutissage,3401,8.65,29418.65,Yes,No,4.53,14012.12,47.63
2022-05-21,2022-06-08,CL023,Figeac Aero,Chaudronnerie,4188,1723.32,7217264.16,Yes,No,643.25,4523333.16,62.67
2024-06-05,2024-07-07,CL014,Plastic Omnium,Découpage,2360,2.1,4956.0,Yes,No,2.36,-613.6,-12.38
2023-12-27,2024-02-22,CL008,Valeo,Emboutissage,4367,8.49,37075.83,Yes,No,3.19,23145.1,62.43
2024-11-15,2024-12-10,CL028,Aperam,Emboutissage,4889,8.66,42338.74,Yes,No,5.85,13738.09,32.45
2023-06-05,2023-07-26,CL012,Alstom,Découpage,2749,2.41,6625.09,Yes,No,2.12,797.21,12.03
2022-01-10,2022-01-23,CL013,Michelin,Chaudronnerie,2740,319.65,875841.0,Yes,No,192.88,347349.8,39.66
2024-09-10,2024-11-02,CL030,Ugitech,Chaudronnerie,1328,202.85,269384.8,Yes,No,362.71,-212294.08,-78.81
2023-01-13,2023-01-26,CL011,Total Energies,Emboutissage,1545,5.71,8821.95,Yes,No,6.15,-679.8,-7.71
2023-11-13,2023-12-15,CL017,Dassault Aviation,Emboutissage,4794,4.1,19655.4,Yes,No,4.25,-719.1,-3.66
2023-08-07,2023-09-22,CL029,Timet,Chaudronnerie,2453,1994.84,4893342.52,Yes,No,1337.43,1612626.73,32.96
2022-06-01,2022-06-12,CL017,Dassault Aviation,Chaudronnerie,1782,1590.34,2833985.88,Yes,No,231.25,2421898.38,85.46
2023-12-21,2024-01-17,CL024,Aubert & Duval,Tôlerie,3219,392.57,1263682.83,Yes,No,128.01,851618.64,67.39
2024-12-08,2024-12-28,CL004,Safran,Emboutissage,4944,9.6,47462.4,Yes,No,1.92,37969.92,80.0
2024-05-08,2024-05-18,CL021,Lisi Group,Emboutissage,887,8.99,7974.13,Yes,No,4.19,4257.6,53.39
2022-02-19,2022-03-20,CL008,Valeo,Découpage,2880,1.93,5558.4,No,No,1.52,1180.8,21.24
2023-10-26,2023-12-13,CL005,Thales,Tôlerie,3210,124.69,400254.9,Yes,No,84.54,128881.5,32.2
2023-06-15,2023-07-11,CL026,Hydro Extrusion,Chaudronnerie,4154,1542.61,6408001.94,Yes,No,949.87,2462241.96,38.42
2024-12-19,2025-01-09,CL016,Soitec,Tôlerie,3757,220.22,827366.54,Yes,No,203.93,61201.53,7.4
2024-05-06,2024-07-01,CL004,Safran,Chaudronnerie,2846,1051.71,2993166.66,Yes,No,486.17,1609526.84,53.77
2022-05-26,2022-07-23,CL028,Aperam,Chaudronnerie,302,1334.72,403085.44,No,No,744.51,178243.42,44.22
2024-07-03,2024-08-23,CL022,Mecachrome,Tôlerie,1661,458.54,761634.94,Yes,No,269.91,313314.43,41.14
2024-09-19,2024-10-24,CL029,Timet,Emboutissage,4641,4.77,22137.57,Yes,No,1.99,12901.98,58.28
2022-08-30,2022-09-13,CL015,Forvia,Chaudronnerie,4416,1609.97,7109627.52,Yes,No,509.06,4861618.56,68.38
2023-08-04,2023-09-20,CL012,Alstom,Tôlerie,546,170.75,93229.5,Yes,Yes,144.02,14594.58,15.65
2023-11-18,2024-01-11,CL005,Thales,Découpage,2696,3.64,9813.44,Yes,No,2.69,2561.2,26.1
2023-04-28,2023-05-23,CL030,Ugitech,Tôlerie,243,50.71,12322.53,Yes,No,301.78,-61010.01,-495.11
2023-11-04,2023-12-28,CL023,Figeac Aero,Découpage,2662,4.42,11766.04,No,No,1.5,7773.04,66.06
2023-09-23,2023-11-07,CL016,Soitec,Chaudronnerie,2384,254.68,607157.12,Yes,No,513.74,-617599.04,-101.72
2023-10-23,2023-12-14,CL014,Plastic Omnium,Tôlerie,2282,370.74,846028.68,Yes,No,315.18,126787.92,14.99
2023-10-24,2023-11-27,CL010,Legrand,Tôlerie,976,70.82,69120.32,Yes,No,349.8,-272284.48,-393.93
2024-03-15,2024-05-06,CL007,Faurecia,Découpage,899,1.7,1528.3,Yes,No,2.45,-674.25,-44.12
2023-02-23,2023-03-28,CL013,Michelin,Tôlerie,3873,273.74,1060195.02,Yes,No,346.84,-283116.3,-26.7
2024-09-14,2024-09-24,CL020,Hutchinson,Tôlerie,3410,238.97,814887.7,Yes,Yes,242.89,-13367.2,-1.64
2023-10-12,2023-11-02,CL028,Aperam,Chaudronnerie,44,545.31,23993.64,Yes,No,1064.16,-22829.4,-95.15
2024-08-26,2024-10-06,CL029,Timet,Tôlerie,4552,200.22,911401.44,Yes,No,157.43,194780.08,21.37
2023-08-13,2023-09-25,CL005,Thales,Emboutissage,3533,7.55,26674.15,No,No,3.43,14555.96,54.57
2023-05-24,2023-05-31,CL029,Timet,Découpage,1773,3.51,6223.23,Yes,No,0.76,4875.75,78.35
2023-03-17,2023-03-26,CL003,Airbus,Tôlerie,3301,82.32,271738.32,Yes,No,294.17,-699316.85,-257.35
2024-07-09,2024-08-31,CL015,Forvia,Découpage,2498,3.86,9642.28,Yes,No,3.28,1448.84,15.03
2024-02-09,2024-03-10,CL004,Safran,Découpage,2710,0.74,2005.4,Yes,No,2.3,-4227.6,-210.81
2022-09-20,2022-10-23,CL015,Forvia,Découpage,1568,2.94,4609.92,Yes,No,1.4,2414.72,52.38
2023-09-29,2023-11-14,CL014,Plastic Omnium,Tôlerie,4700,167.03,785041.0,Yes,No,83.52,392497.0,50.0
2023-04-04,2023-05-16,CL020,Hutchinson,Tôlerie,2286,314.46,718855.56,Yes,No,118.52,447918.84,62.31
2024-09-25,2024-11-04,CL019,MBDA,Découpage,4016,1.68,6746.88,Yes,No,1.12,2248.96,33.33
2023-12-01,2024-01-05,CL013,Michelin,Emboutissage,4449,9.86,43867.14,Yes,No,4.57,23535.21,53.65
2022-10-29,2022-11-28,CL010,Legrand,Découpage,1113,1.89,2103.57,Yes,No,3.32,-1591.59,-75.66
2023-07-08,2023-08-07,CL021,Lisi Group,Emboutissage,1429,3.18,4544.22,Yes,No,1.0,3115.22,68.55
2022-10-15,2022-12-02,CL005,Thales,Découpage,1488,1.75,2604.0,Yes,No,0.3,2157.6,82.86
2023-09-13,2023-09-23,CL027,Constellium,Chaudronnerie,3924,1813.65,7116762.6,Yes,No,896.23,3599956.08,50.58
2024-10-02,2024-10-11,CL023,Figeac Aero,Découpage,3752,3.36,12606.72,Yes,No,1.21,8066.8,63.99
2022-02-05,2022-03-17,CL020,Hutchinson,Découpage,2966,3.79,11241.14,Yes,No,3.12,1987.22,17.68
2024-01-14,2024-03-09,CL029,Timet,Tôlerie,1392,463.1,644635.2,Yes,No,138.08,452427.84,70.18
2022-12-19,2023-01-17,CL020,Hutchinson,Emboutissage,2584,9.21,23798.64,Yes,No,2.53,17261.12,72.53
2022-03-14,2022-05-12,CL025,Manoir Industries,Chaudronnerie,3394,1530.1,5193159.4,Yes,No,479.58,3565464.88,68.66
2023-10-10,2023-12-07,CL006,Schneider Electric,Emboutissage,1579,2.78,4389.62,Yes,No,1.61,1847.43,42.09
2024-12-29,2025-01-27,CL004,Safran,Chaudronnerie,1904,1718.07,3271205.28,Yes,No,872.73,1609527.36,49.2
2023-03-01,2023-04-21,CL002,Stellantis,Découpage,2253,1.42,3199.26,No,Yes,0.84,1306.74,40.85
2024-09-25,2024-10-06,CL022,Mecachrome,Tôlerie,1876,384.3,720946.8,No,No,168.76,404353.04,56.09
2023-12-09,2024-01-15,CL016,Soitec,Tôlerie,38,358.52,13623.76,No,No,180.21,6775.78,49.74
2023-07-15,2023-09-12,CL018,Naval Group,Emboutissage,715,7.83,5598.45,Yes,No,0.83,5005.0,89.4
2024-04-07,2024-05-24,CL005,Thales,Tôlerie,1030,289.71,298401.3,Yes,No,40.29,256902.6,86.09
2024-08-13,2024-08-25,CL022,Mecachrome,Emboutissage,2073,6.75,13992.75,Yes,No,3.98,5742.21,41.04
2023-06-01,2023-07-14,CL004,Safran,Emboutissage,1456,9.58,13948.48,Yes,No,5.09,6537.44,46.87
2023-03-04,2023-03-20,CL030,Ugitech,Chaudronnerie,3674,381.96,1403321.04,Yes,No,1327.1,-3472444.36,-247.44
2022-06-09,2022-07-25,CL013,Michelin,Emboutissage,2997,3.78,11328.66,Yes,No,1.83,5844.15,51.59
2022-05-29,2022-06-11,CL019,MBDA,Chaudronnerie,3612,1300.44,4697189.28,Yes,No,270.11,3721551.96,79.23
2024-02-15,2024-03-31,CL023,Figeac Aero,Tôlerie,3695,483.82,1787714.9,Yes,Yes,51.41,1597754.95,89.37
2022-03-08,2022-04-21,CL002,Stellantis,Emboutissage,3378,1.86,6283.08,Yes,No,3.45,-5371.02,-85.48
2024-10-10,2024-11-06,CL013,Michelin,Emboutissage,3591,1.2,4309.2,Yes,No,4.63,-12317.13,-285.83
2023-01-16,2023-02-11,CL011,Total Energies,Découpage,2772,0.75,2079.0,Yes,Yes,2.99,-6209.28,-298.67
2022-02-27,2022-03-08,CL030,Ugitech,Emboutissage,4047,1.47,5949.09,No,No,5.0,-14285.91,-240.14
2022-12-08,2023-02-03,CL022,Mecachrome,Emboutissage,582,9.17,5336.94,Yes,No,2.01,4167.12,78.08
2023-12-28,2024-01-25,CL029,Timet,Découpage,4098,3.75,15367.5,Yes,No,1.78,8073.06,52.53
2024-02-09,2024-04-02,CL004,Safran,Découpage,624,3.55,2215.2,Yes,No,3.21,212.16,9.58
2023-09-06,2023-09-16,CL022,Mecachrome,Tôlerie,4060,285.16,1157749.6,Yes,No,137.92,597794.4,51.63
2022-12-20,2023-01-23,CL020,Hutchinson,Emboutissage,335,8.04,2693.4,Yes,No,3.84,1407.0,52.24
2022-04-26,2022-05-14,CL020,Hutchinson,Tôlerie,3750,120.04,450150.0,Yes,No,336.95,-813412.5,-180.7
2023-10-24,2023-12-07,CL015,Forvia,Tôlerie,368,226.37,83304.16,Yes,No,266.43,-14742.08,-17.7
2023-03-29,2023-05-25,CL004,Safran,Découpage,3787,2.71,10262.77,Yes,No,2.69,75.74,0.74
2022-10-14,2022-11-25,CL009,Saint-Gobain,Chaudronnerie,2381,398.74,949399.94,Yes,No,457.94,-140955.2,-14.85
2024-10-13,2024-12-05,CL007,Faurecia,Tôlerie,1731,238.78,413328.18,Yes,Yes,165.63,126622.65,30.63
2022-11-07,2022-12-24,CL019,MBDA,Chaudronnerie,1359,769.7,1046022.3,Yes,No,243.75,714766.05,68.33
2022-07-27,2022-08-07,CL019,MBDA,Emboutissage,3706,1.32,4891.92,Yes,No,4.52,-11859.2,-242.42
2023-09-10,2023-09-29,CL006,Schneider Electric,Découpage,3906,1.12,4374.72,Yes,No,0.63,1913.94,43.75
2023-03-22,2023-04-20,CL006,Schneider Electric,Emboutissage,4270,7.88,33647.6,Yes,No,5.97,8155.7,24.24
2023-11-01,2023-12-27,CL020,Hutchinson,Emboutissage,1606,1.16,1862.96,Yes,No,5.83,-7500.02,-402.59
2023-09-25,2023-10-31,CL015,Forvia,Découpage,1637,4.7,7693.9,Yes,No,2.01,4403.53,57.23
2022-02-24,2022-04-08,CL015,Forvia,Emboutissage,2512,1.78,4471.36,Yes,No,1.59,477.28,10.67
2024-06-30,2024-07-31,CL025,Manoir Industries,Découpage,3818,4.1,15653.8,Yes,No,0.38,14202.96,90.73
2024-11-01,2024-12-25,CL020,Hutchinson,Chaudronnerie,202,1817.51,367137.02,Yes,No,1143.85,136079.32,37.06
2023-10-19,2023-11-21,CL009,Saint-Gobain,Emboutissage,2684,9.47,25417.48,Yes,No,4.48,13393.16,52.69
2024-09-06,2024-11-02,CL004,Safran,Découpage,3855,4.4,16962.0,Yes,No,2.57,7054.65,41.59
2023-05-30,2023-06-19,CL018,Naval Group,Tôlerie,2587,179.4,464107.8,No,No,130.7,125986.9,27.15
2022-08-25,2022-10-18,CL018,Naval Group,Emboutissage,101,4.0,404.0,Yes,No,3.91,9.09,2.25
2022-12-14,2023-02-05,CL005,Thales,Chaudronnerie,4244,967.78,4107258.32,Yes,No,1081.44,-482373.04,-11.74
2023-09-19,2023-10-31,CL020,Hutchinson,Découpage,490,1.13,553.7,Yes,No,1.78,-318.5,-57.52
2023-09-22,2023-11-06,CL023,Figeac Aero,Emboutissage,2926,1.2,3511.2,Yes,No,4.49,-9626.54,-274.17
2022-12-30,2023-01-21,CL030,Ugitech,Emboutissage,4445,8.82,39204.9,Yes,No,5.68,13957.3,35.6
2022-11-17,2022-12-15,CL011,Total Energies,Emboutissage,1085,5.99,6499.15,Yes,No,2.06,4264.05,65.61
2022-10-13,2022-11-09,CL005,Thales,Chaudronnerie,2523,1295.7,3269051.1,Yes,Yes,223.07,2706245.49,82.78
2022-05-29,2022-06-25,CL022,Mecachrome,Découpage,808,4.67,3773.36,Yes,No,2.0,2157.36,57.17
2023-02-10,2023-02-24,CL026,Hydro Extrusion,Tôlerie,4580,349.3,1599794.0,Yes,No,54.57,1349863.4,84.38
